Repository,Path,Extension,SizeBytes,Lines,Category,Module,Review status,Review depth,Key symbols,Issues found,Related routes,Related DB objects,Duplicate/obsolete status,Notes
AGT_ERP,agent-tools/migration_chunks/15_ICV_STATUS_TYPES.sql,.sql,113,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/16_RECRUITMENT_AGENCY_CATEGORIES.sql,.sql,126,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/17_INDUSTRY_TYPES.sql,.sql,112,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/18_CRM_LEAD_SOURCES.sql,.sql,114,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/19_CONTACT_TYPES.sql,.sql,110,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/20_COMMUNICATION_PREFERENCE_TYPES.sql,.sql,127,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/21_ADDRESS_TYPES.sql,.sql,110,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/22_PARTY_DOCUMENT_TYPES.sql,.sql,118,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/23_BANK_ACCOUNT_TYPES.sql,.sql,115,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/2_CUSTOMER_TYPES.sql,.sql,130,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/3_CUSTOMER_SEGMENTS.sql,.sql,115,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/4_VENDOR_TYPES.sql,.sql,128,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/5_VENDOR_CATEGORIES.sql,.sql,114,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/6_SUPPLIER_CATEGORIES.sql,.sql,116,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/7_SUBCONTRACTOR_TYPES.sql,.sql,134,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/8_SUBCONTRACTOR_CATEGORIES.sql,.sql,121,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,agent-tools/migration_chunks/9_CONSULTANT_TYPES.sql,.sql,131,2,database migration/schema,agent-tools,pending,not started,,,,,,
AGT_ERP,ChatGPT/OFFICIAL_DOCS_1A_R2_FINAL_UI_CORRECTION_AND_RUNTIME_UAT_CLOSURE_CURSOR_PROMPT.md,.md,45754,1192,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/README.md,.md,1601,32,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/00_General/028_cursor_status_audit_prompt.md,.md,9178,285,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/00_General/ALGT_ERP_CURSOR_APP_EXPLANATION_HANDOVER_PROMPT.md,.md,8173,347,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/00_General/ALGT_ERP_CURSOR_PHASE_PROMPT_MASTER_STANDARD.md,.md,12177,472,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/00_General/ALGT_ERP_CURSOR_PHASE_PROMPT_MASTER_STANDARD_V2.md,.md,16098,566,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/00_General/ERP_NEW_CHAT_HANDOFF_FULL_PROJECT_GUIDE.md,.md,47307,1035,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/00_General/Planning File Sameer.md,.md,975,18,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_AUDIT_ERP_COMMON_AI_0_GOVERNANCE_AND_ARCHITECTURE_BASELINE.md,.md,11290,554,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_AUDIT_ERP_COMMON_AI_1A_REGISTRY_TYPES_PROMPT_CONTRACT_OUTPUT_SCHEMA.md,.md,14883,819,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_0_GOVERNANCE_AND_ARCHITECTURE_BASELINE.md,.md,12197,489,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_13_DAILY_DASHBOARD_EXISTING_SCOPE_AND_SOT_UPDATE.md,.md,21221,1168,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_14_AUDIT_TRAIL_EXPLAINER.md,.md,20312,1053,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_15_DATA_QUALITY_MONITOR.md,.md,23936,1181,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1A_REGISTRY_TYPES_PROMPT_CONTRACT_OUTPUT_SCHEMA.md,.md,17768,879,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1B_DB_RLS_PERMISSIONS_SERVER_ACTION_SKELETON.md,.md,20446,827,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1C_DMS_EVIDENCE_LOADER_FROM_LINKED_DOCUMENTS.md,.md,14829,670,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1D_SUGGESTION_GENERATION_AND_STORAGE.md,.md,18115,854,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1E_ACCEPT_REJECT_APPLY_ENGINE.md,.md,19596,958,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1F_UI_PANEL_AND_PILOT_INTEGRATION.md,.md,17505,875,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_1G_SECURITY_RLS_RUNTIME_QA_UAT.md,.md,14319,623,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_2_DOCUMENT_UNDERSTANDING_CENTER_IMPLEMENTATION.md,.md,22801,1030,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_3_DUPLICATE_CONFLICT_DETECTION_IMPLEMENTATION.md,.md,24046,1108,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_4_COMPLIANCE_CHECKER_IMPLEMENTATION.md,.md,25578,1203,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_5_RISK_SCORING_IMPLEMENTATION.md,.md,23706,1152,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_6_SEARCH_ACROSS_ERP_IMPLEMENTATION.md,.md,22001,1142,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_7_ASSISTANT_FOR_ACTIONS_IMPLEMENTATION.md,.md,24272,1281,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_COMMON_AI_FIX_1_CRITICAL_AI_AUDIT_FIXES.md,.md,13013,633,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_ERP_DMS_AI_ORCH_1_ONE_CLICK_UPLOAD_FULL_AI_PROCESSING_PIPELINE_IMPLEMENTATION.md,.md,23250,1117,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_FULL_AI_MODULE_DEEP_AUDIT_ANALYSIS_TESTING.md,.md,16778,944,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_GENERATE_ERP_AI_ROADMAP_AND_COMMON_AI_FOUNDATION_PLAN.md,.md,23187,1185,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_COMMON_AI_2_DOCUMENT_UNDERSTANDING_CENTER.md,.md,20518,1003,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_COMMON_AI_3_DUPLICATE_CONFLICT_DETECTION.md,.md,21145,985,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_COMMON_AI_4_COMPLIANCE_CHECKER.md,.md,22446,1016,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_COMMON_AI_5_RISK_SCORING.md,.md,20607,976,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_COMMON_AI_6_SEARCH_ACROSS_ERP.md,.md,20683,1015,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_COMMON_AI_7_ASSISTANT_FOR_ACTIONS.md,.md,22334,1081,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_PLAN_ONLY_ERP_DMS_AI_ORCH_1_ONE_CLICK_UPLOAD_FULL_AI_PROCESSING_PIPELINE.md,.md,19503,879,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/CURSOR_PROMPT_UPDATE_ERP_AI_ROADMAP_PLAN_CORRECTIONS_ONLY.md,.md,10155,425,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_Common/ERP_FULL_AI_MODULE_CURRENT_STATE_EXPLANATION_AND_DIRECTION_PLAN_PROMPT.md,.md,16608,865,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/DMS_AI_META_1_AI_SUGGESTED_METADATA_DEFINITIONS_PLANNING_PROMPT.md,.md,14885,650,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_AI_EXISTING_FEATURES_FIRST_RUN_AND_UAT_PROMPT.md,.md,18266,865,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_AI_STABILIZATION_AND_ACTIVATION_EXECUTION_PROMPT.md,.md,16996,844,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_AI_STABILIZATION_AND_ACTIVATION_PLAN_PROMPT.md,.md,13478,677,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_AI_STABILIZATION_MINOR_NOTES_CLOSURE_PROMPT.md,.md,9816,473,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_A_TO_Z_AUDIT_FUNCTION_MAP_AND_ENHANCEMENT_PLAN.md,.md,51503,973,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_A_TO_Z_AUDIT_FUNCTION_MAP_AND_ENHANCEMENT_PLAN_PROMPT.md,.md,19842,1020,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_CORRECTED_PHASE_10_OCR_PIPELINE_UPGRADE_AZURE_OCR_WIRING_PLANNING_PROMPT.md,.md,17391,733,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_CORRECTED_PHASE_9_ASYNC_JOB_QUEUE_WORKFLOW_RUNNER_IMPLEMENTATION_PROMPT.md,.md,27779,1182,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_CORRECTED_PHASE_9_ASYNC_JOB_QUEUE_WORKFLOW_RUNNER_PLANNING_PROMPT.md,.md,23198,1106,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_FULL_AUDIT_AND_ENHANCEMENT_PLAN.md,.md,38531,815,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_FULL_AUDIT_AND_ENHANCEMENT_PLAN_PROMPT.md,.md,13964,650,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_FUTURE_ROADMAP_TIER3_PHASE17_SOURCE_OF_TRUTH_UPDATE_PROMPT.md,.md,10126,369,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_10A_OCR_PIPELINE_UPGRADE_AZURE_OCR_WIRING_IMPLEMENTATION_PROMPT.md,.md,21597,903,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_10B_QUEUE_BACKED_ADMIN_OCR_BACKFILL_IMPLEMENTATION_PROMPT.md,.md,22670,976,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_10B_QUEUE_BACKED_ADMIN_OCR_BACKFILL_PLANNING_PROMPT.md,.md,16349,784,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_11_SEMANTIC_CHUNKING_AND_EMBEDDINGS_IMPLEMENTATION_PROMPT.md,.md,31425,1331,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_11_SEMANTIC_CHUNKING_AND_EMBEDDINGS_PLANNING_PROMPT.md,.md,18476,838,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_11_SEMANTIC_CHUNKING_SCREENPLAY_RUNTIME_UAT_PROMPT.md,.md,15036,796,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_11_UAT_BLOCKER_FIX_AND_FINAL_VERIFICATION_PROMPT.md,.md,16326,710,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_12_ASSIGN_TO_ME_FIX_AND_UAT_PROMPT.md,.md,14559,851,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_12_REVIEW_QUEUE_ACTIVATION_IMPLEMENTATION_PROMPT.md,.md,26239,1180,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_12_REVIEW_QUEUE_ACTIVATION_PLANNING_PROMPT.md,.md,18441,850,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_13_RUNTIME_UAT_AND_CLOSURE_PROMPT.md,.md,16732,863,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_13_VALIDATION_CONFLICT_OWNER_MATCHING_IMPLEMENTATION_PROMPT.md,.md,33743,1426,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_13_VALIDATION_CONFLICT_OWNER_MATCHING_PLANNING_PROMPT.md,.md,22403,954,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_14_RUNTIME_UAT_AND_CLOSURE_PROMPT.md,.md,17362,885,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_14_TOKEN_COST_OBSERVABILITY_IMPLEMENTATION_PROMPT.md,.md,29630,1246,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_14_TOKEN_COST_OBSERVABILITY_PLANNING_PROMPT.md,.md,21125,974,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_15_TESTING_PERFORMANCE_HARDENING_IMPLEMENTATION_PROMPT.md,.md,26674,1111,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_15_TESTING_PERFORMANCE_HARDENING_PLANNING_PROMPT.md,.md,20155,852,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_16_HUMAN_REVIEWED_APPLY_TO_ERP_PLANNING_PROMPT.md,.md,23811,1021,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_16_HUMAN_REVIEWED_APPLY_TO_ERP_RECORDS_IMPLEMENTATION_PROMPT.md,.md,29353,1429,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_16_TIER_1_RUNTIME_UAT_AND_CLOSURE_PROMPT.md,.md,19587,790,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_16_TIER_2_PARTY_LICENSES_TAX_WRITEBACK_IMPLEMENTATION_PROMPT.md,.md,32664,1669,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_16_TIER_2_PARTY_LICENSES_TAX_WRITEBACK_PLANNING_PROMPT.md,.md,23615,998,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_16_TIER_2_RUNTIME_UAT_AND_CLOSURE_PROMPT.md,.md,24129,1031,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_17_APPLY_CORRECTION_PROPOSAL_IMPLEMENTATION_PROMPT.md,.md,28659,1409,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_17_APPLY_CORRECTION_PROPOSAL_PLANNING_PROMPT.md,.md,21743,911,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_17_BROWSER_UAT_AND_CLOSURE_PROMPT.md,.md,15336,743,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_1_STABILIZATION_PROMPT.md,.md,16755,693,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_2_METADATA_DEFINITIONS_UPGRADE_IMPLEMENTATION_PROMPT.md,.md,24666,978,documentation/plan,ChatGPT,pending,not started,,,,,,
AGT_ERP,ChatGPT/AI_DMS/ERP_DMS_AI_PHASE_2_METADATA_DEFINITIONS_UPGRADE_PLANNING_PROMPT.md,.md,20460,982,documentation/plan,ChatGPT,pending,not started,,,,,,
